,Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
337,337,711,Бертенштейн-Деклавские,Бертенштейн-Деклавский,Бертенштейн-Деклавская,3,bertenshteyn-deklavsky,bertenshteyn-deklavskaya,0,0
338,338,712,Берх,Берх,Берх,2,berkh,berkh,215,-
339,339,713,Бестужевы,Бестужев,Бестужева,2,bestuzhev,bestuzheva,842,1335
340,340,715,Бестужев-Рюмин,Бестужев-Рюмин,Бестужева-Рюмина,2,bestuzhev-rjumin,bestuzheva-rjumina,0,0
341,341,716,Бесчастнов,Бесчастнов,Бесчастнова,2,beschastnov,beschastnova,596,735
342,342,717,Бехтеевы,Бехтеев,Бехтеева,6,bekhteev,bekhteeva,18,7
343,343,718,Бешенцов,Бешенцов,Бешенцова,6,beshentsov,beshentsova,0,0
344,344,719,Бешенцев,Бешенцев,Бешенцева,6,beshentsev,beshentseva,403,324
345,345,720,Бибарсов,Бибарсов,Бибарсова,5,bibarsov,bibarsova,415,334
346,346,721,Бибиковы,Бибиков,Бибикова,2,bibikov,bibikova,3633,3504
347,347,731,Бизюкины,Бизюкин,Бизюкина,3,bizjukin,bizjukina,0,0
348,348,732,Биллевич,Биллевич,Биллевич,6,billevich,billevich,6,-
349,349,733,Бильдеман,Бильдеман,Бильдеман,2,bildeman,bildeman,0,-
350,350,734,Бильрот,Бильрот,Бильрот,2,bilrot,bilrot,3,-
351,351,735,Биндеман,Биндеман,Биндеман,2,bindeman,bindeman,15,-
352,352,736,Биппен,Биппен,Биппен,2,bippen,bippen,0,-
353,353,737,Бирилевы,Бирилев,Бирилева,2,birilev,birileva,2,0
354,354,739,Бирюлевы,Бирюлев,Бирюлева,2,birjulev,birjuleva,0,0
355,355,741,Биркели,Биркели,Биркели,3,birkeli,birkeli,1,-
356,356,743,Биркель,Биркель,Биркель,3,birkel,birkel,17,-
357,357,745,Бистром,Бистром,Бистром,2,bistrom,bistrom,0,-
358,358,746,Блаватские,Блаватский,Блаватская,3,blavatsky,blavatskaya,13,67
359,359,747,Благинины,Благинин,Благинина,2,blaginin,blaginina,1141,1189
360,360,749,Благовещенские,Благовещенский,Благовещенская,3,blagoveschensky,blagoveschenskaya,191,158
361,361,751,Благово,Благово,Благово,2,blagovo,blagovo,6,-
362,362,754,Благой,Благой,Благая,2,blagoy,blagaya,131,117
363,363,755,Благие;,Благие,Благие,2,blagie,blagie,0,-
364,364,756,Благаго,Благаго,Благаго,2,blagago,blagago,0,-
365,365,757,Бландовы,Бландов,Бландова,3,blandov,blandova,40,19
366,366,758,Бланк,Бланк,Бланк,3,blank,blank,993,-
367,367,760,Блашнин,Блашнин,Блашнина,2,blashnin,blashnina,3,0
368,368,761,Блидин,Блидин,Блидина,3,blidin,blidina,3,6
369,369,762,Блимнеры,Блимнер,Блимнер,3,blimner,blimner,0,-
370,370,764,Бминнер,Бминнер,Бминнер,3,bminner,bminner,0,-
371,371,765,Блиновы,Блинов,Блинова,2,blinov,blinova,28296,28122
372,372,766,Блогов,Блогов,Блогова,3,blogov,blogova,18,10
373,373,767,Блонштейн,Блонштейн,Блонштейн,3,blonshteyn,blonshteyn,1,-
374,374,768,Блохины,Блохин,Блохина,6,blokhin,blokhina,12869,13395
375,375,769,Блахины,Блахин,Блахина,6,blakhin,blakhina,25,23
376,376,770,Блудовы,Блудов,Блудова,6,bludov,bludova,1146,725
377,377,771,Блументали,Блументали,Блументали,3,blumentali,blumentali,0,-
378,378,772,Блументаль,Блументаль,Блументаль,3,blumental,blumental,12,-
379,379,773,Блюм,Блюм,Блюм,3,bljum,bljum,0,-
380,380,774,Блюмер,Блюмер,Блюмер,2,bljumer,bljumer,0,-
381,381,775,Блязовы,Блязов,Блязова,3,blyazov,blyazova,0,0
382,382,776,Блзовы,Блзов,Блзова,3,blzov,blzova,0,0
383,383,777,Бляхов,Бляхов,Бляхова,3,blyakhov,blyakhova,21,9
384,384,781,Бобринские,Бобринский,Бобринская,5,bobrinsky,bobrinskaya,153,121
385,385,782,Бобрищев,Бобрищев,Бобрищева,3,bobrischev,bobrischeva,4,5
386,386,783,Бобрищевы-Пушкины,Бобрищев-Пушкин,Бобрищева-Пушкина,4,bobrischev-pushkin,bobrischeva-pushkina,0,0
387,387,785,Бобровы,Бобров,Боброва,2,bobrov,bobrova,28256,32240
388,388,789,Бабровы,Бабров,Баброва,2,babrov,babrova,99,88
389,389,793,Бобровницкие,Бобровницкий,Бобровницкая,3,bobrovnitsky,bobrovnitskaya,7,25
390,390,794,Бобылевы,Бобылев,Бобылева,3,bobylev,bobyleva,8033,8636
391,391,795,Бове,Бове,Бове,1,bove,bove,38,-
392,392,799,Богаевские,Богаевский,Богаевская,6,bogaevsky,bogaevskaya,272,276
393,393,800,Богалдины,Богалдин,Богалдина,3,bogaldin,bogaldina,0,0
394,394,801,Богалдин-Таишевы,Богалдин-Таишев,Богалдина-Таишева,6,bogaldin-taishev,bogaldina-taisheva,0,0
395,395,802,Б.-Темшев,Б.-Темшев,Б.-Темшева,6,b.-temshev,b.-temsheva,0,0
396,396,803,Богатовы,Богатов,Богатова,2,bogatov,bogatova,7393,7874
397,397,804,Богатыревы,Богатырев,Богатырева,2,bogatyrev,bogatyreva,10041,10164
398,398,805,Богдановы,Богданов,Богданова,1,bogdanov,bogdanova,84428,98053
399,399,822,Багданов,Багданов,Багданова,3,bagdanov,bagdanova,1415,845
400,400,823,Богдзевич,Богдзевич,Богдзевич,6,bogdzevich,bogdzevich,22,-
401,401,824,Богенгардт,Богенгардт,Богенгардт,2,bogengardt,bogengardt,0,-
402,402,825,Богенгард,Богенгард,Богенгард,2,bogengard,bogengard,0,-
403,403,826,Боголеповы,Боголепов,Боголепова,3,bogolepov,bogolepova,666,811
404,404,830,Боголюбовы,Боголюбов,Боголюбова,1,bogoljubov,bogoljubova,0,0
405,405,834,Боголюбские,Боголюбский,Боголюбская,3,bogoljubsky,bogoljubskaya,0,0
406,406,835,Боголюдские,Боголюдский,Боголюдская,3,bogoljudsky,bogoljudskaya,0,0
407,407,836,Боголюдов,Боголюдов,Боголюдова,3,bogoljudov,bogoljudova,0,0
408,408,837,Богомоловы,Богомолов,Богомолова,2,bogomolov,bogomolova,18628,19650
409,409,840,Богомеевы?,Богомеевы,Богомеевы,2,bogomeevy,bogomeevy,0,-
410,410,843,Богородские,Богородский,Богородская,2,bogorodsky,bogorodskaya,546,672
411,411,846,Богославские,Богославский,Богославская,3,bogoslavsky,bogoslavskaya,1494,1144
412,412,849,Богословские,Богословский,Богословская,2,bogoslovsky,bogoslovskaya,1558,2106
413,413,855,Богоявленские,Богоявленский,Богоявленская,3,bogoyavlensky,bogoyavlenskaya,538,758
414,414,856,Богуславские,Богуславский,Богуславская,3,boguslavsky,boguslavskaya,788,951
415,415,857,Боде,Боде,Боде,3,bode,bode,32,-
416,416,859,Бодиско,Бодиско,Бодиско,3,bodisko,bodisko,7,-
417,417,860,Бойко,Бойко,Бойко,2,boyko,boyko,85392,-
418,418,861,Бокард,Бокард,Бокард,2,bokard,bokard,0,-
419,419,862,Боковы,Боков,Бокова,2,bokov,bokova,12737,9856
420,420,863,Болговские,Болговский,Болговская,2,bolgovsky,bolgovskaya,0,1
421,421,866,Бологовские,Бологовский,Бологовская,2,bologovsky,bologovskaya,4,2
422,422,869,Болкошин,Болкошин,Болкошина,6,bolkoshin,bolkoshina,0,0
423,423,870,Болкашин,Болкашин,Болкашина,6,bolkashin,bolkashina,0,0
424,424,873,Болотин,Болотин,Болотина,3,bolotin,bolotina,3387,3413
425,425,874,Болотов,Болотов,Болотова,6,bolotov,bolotova,14255,13899
426,426,875,Болховитины,Болховитин,Болховитина,3,bolkhovitin,bolkhovitina,325,367
427,427,876,Больман,Больман,Больман,3,bolman,bolman,7,-
428,428,877,Фон-Бонценталь,Фон-Бонценталь,Фон-Бонценталь,3,fon-bontsental,fon-bontsental,0,-
429,429,878,Большевы,Большев,Большева,6,bolshev,bolsheva,281,340
430,430,879,Большие,Больший,Большая,3,bolshy,bolshaya,0,222
431,431,881,Бом,Бом,Бом,2,bom,bom,6,-
432,432,882,Бонины,Бонин,Бонина,2,bonin,bonina,282,323
433,433,883,Боргман,Боргман,Боргман,3,borgman,borgman,4,-
434,434,884,Борде,Борде,Борде,3,borde,borde,2,-
435,435,885,Борденав,Борденав,Борденав,1,bordenav,bordenav,0,-
436,436,888,Борденов,Борденов,Борденова,1,bordenov,bordenova,2,7
437,437,891,Борденоу,Борденоу,Борденоу,1,bordenou,bordenou,0,-
438,438,894,Борденау,Борденау,Борденау,1,bordenau,bordenau,0,-
439,439,897,Борзовы,Борзов,Борзова,1,borzov,borzova,5261,4005
440,440,898,Борисовы,Борисов,Борисова,2,borisov,borisova,119232,137971
441,441,908,Борматовы,Борматов,Борматова,2,bormatov,bormatova,132,143
442,442,909,Боровиков,Боровиков,Боровикова,3,borovikov,borovikova,7310,10474
443,443,910,Боровитиновы,Боровитинов,Боровитинова,2,borovitinov,borovitinova,23,0
444,444,911,Бородины,Бородин,Бородина,2,borodin,borodina,35187,45543
445,445,914,Бороздины,Бороздин,Бороздина,2,borozdin,borozdina,3559,3070
446,446,918,Борос,Борос,Борос,3,boros,boros,7,-
447,447,919,Бортфельды,Бортфельд,Бортфельд,2,bortfeld,bortfeld,0,-
448,448,921,Боруцкие,Боруцкий,Боруцкая,1,borutsky,borutskaya,13,47
449,449,922,Борщовы,Борщов,Борщова,3,borschov,borschova,78,76
450,450,923,Бочечкаровы,Бочечкаров,Бочечкарова,2,bochechkarov,bochechkarova,0,0
451,451,925,Богечкаровы,Богечкаров,Богечкарова,2,bogechkarov,bogechkarova,0,0
452,452,927,Бояркины,Бояркин,Бояркина,3,boyarkin,boyarkina,6364,6042
453,453,928,Боярский,Боярский,Боярская,3,boyarsky,boyarskaya,2020,3007
454,454,929,Бражниковы,Бражников,Бражникова,2,brazhnikov,brazhnikova,5895,8480
455,455,931,Брандорф,Брандорф,Брандорф,3,brandorf,brandorf,7,-
456,456,932,Брандштетер,Брандштетер,Брандштетер,3,brandshteter,brandshteter,0,-
457,457,933,Брасс,Брасс,Брасс,2,brass,brass,2,-
458,458,935,Брауншвейг,Брауншвейг,Брауншвейг,2,braunshveyg,braunshveyg,5,-
459,459,936,Бреверн,Бреверн,Бреверн,3,brevern,brevern,8,-
460,460,937,Бредихины,Бредихин,Бредихина,3,bredikhin,bredikhina,4519,4386
461,461,940,Бреннер,Бреннер,Бреннер,3,brenner,brenner,227,-
462,462,941,Бретшнейдеры,Бретшнейдер,Бретшнейдер,1,bretshneyder,bretshneyder,0,-
463,463,947,Брещинские,Брещинский,Брещинская,6,breschinsky,breschinskaya,0,0
464,464,949,Бридаль,Бридаль,Бридаль,3,bridal,bridal,0,-
465,465,950,Бридель,Бридель,Бридель,3,bridel,bridel,51,-
466,466,951,Бридилл,Бридилл,Бридилл,3,bridill,bridill,0,-
467,467,952,Бриль,Бриль,Бриль,3,bril,bril,1015,-
468,468,953,Брин,Брин,Брина,3,brin,brina,275,0
469,469,955,Фон-Брина,Фон-Брина,Фон-Брина,3,fon-brina,fon-brina,0,-
470,470,957,Броккер,Броккер,Броккер,3,brokker,brokker,2,-
471,471,958,Брокер,Брокер,Брокер,3,broker,broker,0,-
472,472,959,Броневский,Броневский,Броневская,6,bronevsky,bronevskaya,12,83
473,473,960,Броссе,Броссе,Броссе,2,brosse,brosse,2,-
474,474,962,Бруннер,Бруннер,Бруннер,3,brunner,brunner,7087,-
475,475,963,Бруханские,Бруханский,Бруханская,3,brukhansky,brukhanskaya,20,10
476,476,964,Брушлинский,Брушлинский,Брушлинская,2,brushlinsky,brushlinskaya,4,8
477,477,965,Брызгаловы,Брызгалов,Брызгалова,1,bryzgalov,bryzgalova,4063,4425
478,478,968,Брыкины,Брыкин,Брыкина,3,brykin,brykina,1276,1387
479,479,972,Брюзгины,Брюзгин,Брюзгина,1,brjuzgin,brjuzgina,0,0
480,480,974,Брюсовы,Брюсов,Брюсова,3,brjusov,brjusova,0,0
481,481,975,Бубы,Буб,Буб,3,bub,bub,98,-
482,482,976,Буба,Буба,Буба,3,buba,buba,410,-
483,483,977,Бугаевы,Бугаев,Бугаева,3,bugaev,bugaeva,8743,7949
484,484,978,Бугайские,Бугайский,Бугайская,2,bugaysky,bugayskaya,35,22
485,485,979,Бударовы,Бударов,Бударова,2,budarov,budarova,259,284
486,486,980,Будберг,Будберг,Будберг,3,budberg,budberg,9,-
